,name,description,image,url,offers/price,store
10,100% Viscose Printed Mini Dress,"name: 100% Viscose Printed Mini Dress, brand/slogan: Aaravi, description:-

Square neckline with puffed short sleeves

-

Floral printed mini dress with fit-and-flare style

-

Concealed zip for easy wearing

-

Crafted from 100% sustainable viscose, detailedDescription: <article>

<p>-</p>

<p>Square neckline with puffed short sleeves</p>

<p>-</p>

<p>Floral printed mini dress with fit-and-flare style</p>

<p>-</p>

<p>Concealed zip for easy wearing</p>

<p>-</p>

<p>Crafted from 100% sustainable viscose</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Virgio_-_3rd_July2212_copy.jpg?v=1753447597&width=1440&crop=center,https://www.virgio.com/products/best-seller-aaravi-viscose-printed-mini-dress,1675.0,Virgio
11,Cotto Dobby Peter Pan Shirt,"name: Cotto Dobby Peter Pan Shirt, brand/slogan: Miren, description:-

Dobby texture

-

Ruffle Peter Pan collar

-

Puff sleeves

-

Cotton-viscose blend for soft touch, detailedDescription: <article>

<p>-</p>

<p>Dobby texture</p>

<p>-</p>

<p>Ruffle Peter Pan collar</p>

<p>-</p>

<p>Puff sleeves</p>

<p>-</p>

<p>Cotton-viscose blend for soft touch</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Virgio_-_3rd_July1884_copy.jpg?v=1752575494&width=1440&crop=center,https://www.virgio.com/products/timeless-charm-miren-cotto-dobby-peter-pan-shirt,1590.0,Virgio
12,100% Cotton Bell Sleeve Crop Top,"name: 100% Cotton Bell Sleeve Crop Top, brand/slogan: Virgio logo, description:-

Round neckline

-

Long bell sleeves for a feminine touch

-

Straight hem with cropped length

-

100% Cotton breathable, lightweight, and soft on skin, detailedDescription: <article>

<p>-</p>

<p>Round neckline</p>

<p>-</p>

<p>Long bell sleeves for a feminine touch</p>

<p>-</p>

<p>Straight hem with cropped length</p>

<p>-</p>

<p>100% Cotton breathable, lightweight, and soft on skin</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4252_-_WHITE-4255.jpg?v=1762581032&width=1440&crop=center,https://www.virgio.com/products/casual-aila-cotton-bell-sleeve-crop-top,1790.0,Virgio
13,100% Viscose Ruched Ruffle Midi Dress,"name: 100% Viscose Ruched Ruffle Midi Dress, brand/slogan: Arai, description:-

Ruched bodice

-

Ruffle detailing

-

Square neckline

-

Fit-and-flare midi length

-

100% cotton for comfort, detailedDescription: <article>

<p>-</p>

<p>Ruched bodice</p>

<p>-</p>

<p>Ruffle detailing</p>

<p>-</p>

<p>Square neckline</p>

<p>-</p>

<p>Fit-and-flare midi length</p>

<p>-</p>

<p>100% cotton for comfort</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/6_c61c8071-f416-4733-92b7-52d1eff6f9a4.jpg?v=1757149420&width=1440&crop=center,https://www.virgio.com/products/stk01-arai-viscose-ruched-ruffle-midi-dress,1745.0,Virgio
14,Georgette Asymmetric Ruffle Maxi Dress,"name: Georgette Asymmetric Ruffle Maxi Dress, brand/slogan: Apala, description:Features A Stylish Asymmetrical Neckline, Sweet Ruffle Details L Fit-And-Flare Silhouette Lcrafted From Durable Rescued Polyester Georgette, detailedDescription: <article>

<p>Features A Stylish Asymmetrical Neckline, Sweet Ruffle Details L Fit-And-Flare Silhouette Lcrafted From Durable Rescued Polyester Georgette</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0070_1.jpg?v=1749547521&width=1440&crop=center,https://www.virgio.com/products/papillon-charm-asymmetrical-neck-maxi-dress,2390.0,Virgio
15,100% Cotton Straight White Pants,"name: 100% Cotton Straight White Pants, brand/slogan: Eliona Pants, description:-

Clean straight fit

-

Crisp white tone

-

Button closure

-

100% cotton for breathable tailoring, detailedDescription: <article>

<p>-</p>

<p>Clean straight fit</p>

<p>-</p>

<p>Crisp white tone</p>

<p>-</p>

<p>Button closure</p>

<p>-</p>

<p>100% cotton for breathable tailoring</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/5_f8adec88-3125-4f8d-84a9-dcce17041641.jpg?v=1757226070&width=1440&crop=center,https://www.virgio.com/products/timeless-charm-eliona-pants-cotton-straight-white-pants,1790.0,Virgio
16,100% Cotton Striped Midi Dress With Ruched Bodice,"name: 100% Cotton Striped Midi Dress With Ruched Bodice, brand/slogan: Rui, description:-

Beige And White Striped Midi Dress With Spaghetti Straps

-

Ruched, Elasticated Bodice For Flexible Fit

-

Flowy A-Line Silhouette Adds Movement

-

Made From Breathable Cotton Fabric, detailedDescription: <article>

<p>-</p>

<p>Beige And White Striped Midi Dress With Spaghetti Straps</p>

<p>-</p>

<p>Ruched, Elasticated Bodice For Flexible Fit</p>

<p>-</p>

<p>Flowy A-Line Silhouette Adds Movement</p>

<p>-</p>

<p>Made From Breathable Cotton Fabric</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/IMG_0962.jpg?v=1749547349&width=1440&crop=center,https://www.virgio.com/products/summer-stripes-ruched-striped-midi-dress,2390.0,Virgio
17,100% Cotton Puff Sleeve Top,"name: 100% Cotton Puff Sleeve Top, brand/slogan: Virgio logo, description:-

Vneck with tieup detail

-

Puff sleeves for volume

-

Flounced hem for a feminine finish

-

100% Cotton twill breathable, soft, and easy to wear, detailedDescription: <article>

<p>-</p>

<p>Vneck with tieup detail</p>

<p>-</p>

<p>Puff sleeves for volume</p>

<p>-</p>

<p>Flounced hem for a feminine finish</p>

<p>-</p>

<p>100% Cotton twill breathable, soft, and easy to wear</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4259_-_WHITE-4396_c6e2105e-ec28-48e7-b763-2047801e0cdc.jpg?v=1762335608&width=1440&crop=center,https://www.virgio.com/products/workwear-rena-cotton-puff-sleeve-top,1190.0,Virgio
18,100% Cotton Blue Striped Tiered Midi Dress,"name: 100% Cotton Blue Striped Tiered Midi Dress, brand/slogan: Alessa, description:-

Blue Striped Tiered Midi Dress

-

Soft Silhouette With Tie-Up Front & Smocking At Waist

-

Made From Eco-Friendly 100% Cotton For Breathable Comfort, detailedDescription: <article>

<p>-</p>

<p>Blue Striped Tiered Midi Dress</p>

<p>-</p>

<p>Soft Silhouette With Tie-Up Front &amp; Smocking At Waist</p>

<p>-</p>

<p>Made From Eco-Friendly 100% Cotton For Breathable Comfort</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/26th_July_Virgio-1833.jpg?v=1749547797&width=1440&crop=center,https://www.virgio.com/products/alessa-tier-dress-with-smocking,2390.0,Virgio
19,Linen Button Down Oversized Shirt,"name: Linen Button Down Oversized Shirt, brand/slogan: Leni, description:-

Shirt collar for classic structure

-

Oversized fit for relaxed styling

-

Button-down front for versatile wear

-

Abstract woven design for a modern twist, detailedDescription: <article>

<p>-</p>

<p>Shirt collar for classic structure</p>

<p>-</p>

<p>Oversized fit for relaxed styling</p>

<p>-</p>

<p>Button-down front for versatile wear</p>

<p>-</p>

<p>Abstract woven design for a modern twist</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1_831daadc-faf3-4fa6-84bd-38071a91a2a1.jpg?v=1757226381&width=1440&crop=center,https://www.virgio.com/products/stk02-leni-linen-button-down-oversized-shirt,1790.0,Virgio
20,100% Cotton Shirt With Asymmetric Hem,"name: 100% Cotton Shirt With Asymmetric Hem, brand/slogan: Cerise, description:-

A crisp shirt collar, short regular sleeves and a fitted asymmetric silhouette

-

Creates a refined, structured look, while button-down detailing elevates its smooth woven finish

-

Crafted with 100% Cotton, detailedDescription: <article>

<p>-</p>

<p>A crisp shirt collar, short regular sleeves and a fitted asymmetric silhouette</p>

<p>-</p>

<p>Creates a refined, structured look, while button-down detailing elevates its smooth woven finish</p>

<p>-</p>

<p>Crafted with 100% Cotton</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/7096_stripe_shirt-7448.jpg?v=1766055017&width=1440&crop=center,https://www.virgio.com/products/nb1-cerise-cotton-shirt-with-asymmetric-hem,1190.0,Virgio
21,100% Cotton Waist Smocked Stripe Dress,"name: 100% Cotton Waist Smocked Stripe Dress, brand/slogan: Bretton, description:-

Blue And White Stripe Midi Dress

-

Features A Monochromatic Waist Smocking For A Cinched Waist

-

Designed With Practical Pockets And Adjustable Straps

-

Crafted From 100% Cotton Poplin, It Is Organic And Biodegradable, detailedDescription: <article>

<p>-</p>

<p>Blue And White Stripe Midi Dress</p>

<p>-</p>

<p>Features A Monochromatic Waist Smocking For A Cinched Waist</p>

<p>-</p>

<p>Designed With Practical Pockets And Adjustable Straps</p>

<p>-</p>

<p>Crafted From 100% Cotton Poplin, It Is Organic And Biodegradable</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/26thJulyVirgio-1014.jpg?v=1749547759&width=1440&crop=center,https://www.virgio.com/products/smocking-poplin-luxe-smocked-cotton-dress,2190.0,Virgio
22,100% Cotton Mixed Stripe High-Low Shirt,"name: 100% Cotton Mixed Stripe High-Low Shirt, brand/slogan: Virgio logo, description:-

Blue & White Mix Striped Reworked Shirt

-

Relaxed Fit With Side Seam Button Detail

-

Full Sleeves & A Classic Collar

-

Crafted From 100% Biodegradable Cotton Poplin For Effortless Comfort, detailedDescription: <article>

<p>-</p>

<p>Blue &amp; White Mix Striped Reworked Shirt</p>

<p>-</p>

<p>Relaxed Fit With Side Seam Button Detail</p>

<p>-</p>

<p>Full Sleeves &amp; A Classic Collar</p>

<p>-</p>

<p>Crafted From 100% Biodegradable Cotton Poplin For Effortless Comfort</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/0309.jpg?v=1749559760&width=1440&crop=center,https://www.virgio.com/products/reworked-stripe-shirt-with-high-low-hem,1790.0,Virgio
23,100% Cotton Schiffli Lace Shirt Dress,"name: 100% Cotton Schiffli Lace Shirt Dress, brand/slogan: Elyra, description:Cotton - This is pure, natural cotton that's ultra-breathable, irresistibly soft, and better with every wear. Keeps you cool in the heat, cozy in the breeze, and is responsibly sourced - A win for the planet!, detailedDescription: <article>

<p>Cotton - This is pure, natural cotton that's ultra-breathable, irresistibly soft, and better with every wear. Keeps you cool in the heat, cozy in the breeze, and is responsibly sourced - A win for the planet!</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Virgio_-_3rd_July2264_copy.jpg?v=1752574016&width=1440&crop=center,https://www.virgio.com/products/timeless-charm-elyra-cotton-schiffli-lace-shirt-dress,2390.0,Virgio
24,Linen Vest And Skirt Set,"name: Linen Vest And Skirt Set, brand/slogan: Velicia, description:-

Beige Co-Ord Set Featuring Tie-Front Vest And Skirt With Ruching & Drawstring

-

V Neckline With An A-Line Fit

-

Knee Length Sheath Skirt

-

Made From A Luxurious And Sustainable Cotton And Linen Blend, detailedDescription: <article>

<p>-</p>

<p>Beige Co-Ord Set Featuring Tie-Front Vest And Skirt With Ruching &amp; Drawstring</p>

<p>-</p>

<p>V Neckline With An A-Line Fit</p>

<p>-</p>

<p>Knee Length Sheath Skirt</p>

<p>-</p>

<p>Made From A Luxurious And Sustainable Cotton And Linen Blend</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/sep10virgio1343.jpg?v=1749558545&width=1440&crop=center,https://www.virgio.com/products/youth-linen-cotton-vest-and-skirt-set,2089.0,Virgio
25,100% Poly Strappy Maxi Dress,"name: 100% Poly Strappy Maxi Dress, brand/slogan: Olev, description:-

Adjustable strappy shoulders

-

Scoop neckline

-

Flared maxi silhouette

-

100% polyester for easy care, detailedDescription: <article>

<p>-</p>

<p>Adjustable strappy shoulders</p>

<p>-</p>

<p>Scoop neckline</p>

<p>-</p>

<p>Flared maxi silhouette</p>

<p>-</p>

<p>100% polyester for easy care</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1_16990225-3201-43a4-91c4-f795701d2547.jpg?v=1757404136&width=1440&crop=center,https://www.virgio.com/products/stk04-olev-poly-strappy-maxi-dress,2390.0,Virgio
26,100% Cotton White Boxy Shirt With Scallop Hem,"name: 100% Cotton White Boxy Shirt With Scallop Hem, brand/slogan: Virgio logo, description:-

Schiffli Embroidery

-

Boxy Shirt With Scalloped Hem

-

Crafted From 100% Cotton, It Is Organic And Biodegradable, detailedDescription: <article>

<p>-</p>

<p>Schiffli Embroidery</p>

<p>-</p>

<p>Boxy Shirt With Scalloped Hem</p>

<p>-</p>

<p>Crafted From 100% Cotton, It Is Organic And Biodegradable</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/3RDJUNEVIRGIO2033.jpg?v=1749559736&width=1440&crop=center,https://www.virgio.com/products/nubohem-versatile-cotton-boxy-shirt-with-scallop-hem,1790.0,Virgio
27,100% Tencel Floral Wide-Leg Pants,"name: 100% Tencel Floral Wide-Leg Pants, brand/slogan: Rivani Pant, description:-

Floral print

-

Inverted pleat front

-

Highwaist wideleg fit

-

Buttonandzip closure

-

Tencel twill for soft drape, detailedDescription: <article>

<p>-</p>

<p>Floral print</p>

<p>-</p>

<p>Inverted pleat front</p>

<p>-</p>

<p>Highwaist wideleg fit</p>

<p>-</p>

<p>Buttonandzip closure</p>

<p>-</p>

<p>Tencel twill for soft drape</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1273_pant_co_ord-20210.jpg?v=1765356227&width=1440&crop=center,https://www.virgio.com/products/brunch-work-wear-rivanipant-tencel-floral-wide-leg-pants,2590.0,Virgio
28,100% Cotton High-Low Top,"name: 100% Cotton High-Low Top, brand/slogan: Virgio logo, description:-

Round neckline

-

Sleeveless for easy layering

-

Highlow hem for a modern look

-

100% Cotton soft, airy, and perfect for warm days, detailedDescription: <article>

<p>-</p>

<p>Round neckline</p>

<p>-</p>

<p>Sleeveless for easy layering</p>

<p>-</p>

<p>Highlow hem for a modern look</p>

<p>-</p>

<p>100% Cotton soft, airy, and perfect for warm days</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4267_-_WHITE-3766.jpg?v=1761114896&width=1440&crop=center,https://www.virgio.com/products/workwear-bess-cotton-high-low-top,1290.0,Virgio
29,100% Cotton Godet Panel Printed Dress,"name: 100% Cotton Godet Panel Printed Dress, brand/slogan: Shirin, description:-

Floral Printed Strappy Mini Dress

-

Sweetheart Neckline With Tie-Up Detail

-

Designed With Godet Panels And Side Zipper Closure

-

Crafted From 100% Cotton, It Is A Sustainable And Eco-Friendly Choice, detailedDescription: <article>

<p>-</p>

<p>Floral Printed Strappy Mini Dress</p>

<p>-</p>

<p>Sweetheart Neckline With Tie-Up Detail</p>

<p>-</p>

<p>Designed With Godet Panels And Side Zipper Closure</p>

<p>-</p>

<p>Crafted From 100% Cotton, It Is A Sustainable And Eco-Friendly Choice</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-01172.jpg?v=1749547601&width=1440&crop=center,https://www.virgio.com/products/day-dress-hit2-viscose-strappy-dress,1395.0,Virgio
30,100% Tencel Fit & Flare Midi Dress,"name: 100% Tencel Fit & Flare Midi Dress, brand/slogan: Tahia, description:-

Square neckline with broad straps

-

Fit & flare silhouette

-

Side seam pockets

-

Concealed side zipper

-

Printed floral fabric, detailedDescription: <article>

<p>-</p>

<p>Square neckline with broad straps</p>

<p>-</p>

<p>Fit &amp; flare silhouette</p>

<p>-</p>

<p>Side seam pockets</p>

<p>-</p>

<p>Concealed side zipper</p>

<p>-</p>

<p>Printed floral fabric</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Copy_of_Virgio_-_3rd_July2061_copy.jpg?v=1757229636&width=1440&crop=center,https://www.virgio.com/products/stk01-tahia-tencel-fit-flare-midi-dress,3090.0,Virgio
31,100% Cotton Long Sleeve Tie-Up Top,"name: 100% Cotton Long Sleeve Tie-Up Top, brand/slogan: Krya, description:-

100% Cotton Dobby.

-

Relaxed Peasant Blouse With An Easy Silhouette.

-

Floral Contrast Embroidery At The Shoulders.

-

Voluminous Bishop Sleeves For A Soft, Airy Shape., detailedDescription: <article>

<p>-</p>

<p>100% Cotton Dobby.</p>

<p>-</p>

<p>Relaxed Peasant Blouse With An Easy Silhouette.</p>

<p>-</p>

<p>Floral Contrast Embroidery At The Shoulders.</p>

<p>-</p>

<p>Voluminous Bishop Sleeves For A Soft, Airy Shape.</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/DSCF0801.jpg?v=1749548999&width=1440&crop=center,https://www.virgio.com/products/boho-west-trucotton-contrast-embroidery-peasant-top,1115.0,Virgio
32,100% Tencel Floral Printed Waistcoat,"name: 100% Tencel Floral Printed Waistcoat, brand/slogan: Rivani Top, description:Tencel - Silky smooth with a fluid drape, Tencel feels cool against the skin, and moves effortlessly with you. Naturally breathable and moisture-wicking, it keeps you comfortable all day. It's made from sustainably sourced wood pulp, detailedDescription: <article>

<p>Tencel - Silky smooth with a fluid drape, Tencel feels cool against the skin, and moves effortlessly with you. Naturally breathable and moisture-wicking, it keeps you comfortable all day. It's made from sustainably sourced wood pulp</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1273-_WHITE_-4559.jpg?v=1762331031&width=1440&crop=center,https://www.virgio.com/products/brunch-work-wear-rivanitop-tencel-floral-printed-waistcoat,2190.0,Virgio
33,100% Tencel Waist Coat And Pant Set,"name: 100% Tencel Waist Coat And Pant Set, brand/slogan: Rivani Set, description:-

Floral print

-

Square neck waistcoat

-

Front pockets

-

Highwaist wideleg fit

-

Inverted pleats

-

Buttonandzip closure

-

Soft Tencel twill, detailedDescription: <article>

<p>-</p>

<p>Floral print</p>

<p>-</p>

<p>Square neck waistcoat</p>

<p>-</p>

<p>Front pockets</p>

<p>-</p>

<p>Highwaist wideleg fit</p>

<p>-</p>

<p>Inverted pleats</p>

<p>-</p>

<p>Buttonandzip closure</p>

<p>-</p>

<p>Soft Tencel twill</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1273_CO-ORD-20130.jpg?v=1765350716&width=1440&crop=center,https://www.virgio.com/products/brunch-work-wear-rivaniset-tencel-waist-coat-and-pant-set,4780.0,Virgio
34,100% Cotton Pintuck Lace Co-Ord Set,"name: 100% Cotton Pintuck Lace Co-Ord Set, brand/slogan: Eliona, description:-

Pintuck maxi top with lace neck

-

Shoulder strap sleeveless fit

-

Straight-leg white pants

-

100% cotton for natural breathability, detailedDescription: <article>

<p>-</p>

<p>Pintuck maxi top with lace neck</p>

<p>-</p>

<p>Shoulder strap sleeveless fit</p>

<p>-</p>

<p>Straight-leg white pants</p>

<p>-</p>

<p>100% cotton for natural breathability</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/6_83865b37-dc12-4b1d-8a49-03682763aed9.jpg?v=1757226432&width=1440&crop=center,https://www.virgio.com/products/timeless-charm-eliona-cotton-pintuck-lace-co-ord-set,3885.0,Virgio
0,100% Cotton Polka Crop Blazer,"name: 100% Cotton Polka Crop Blazer, brand/slogan: Reyna, description:Crafted From A Cotton-Satin Blend, The Blazer Is Also Sustainable And Biodegradable, detailedDescription: <article>

<p>Crafted From A Cotton-Satin Blend, The Blazer Is Also Sustainable And Biodegradable</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-0962.jpg?v=1733496904&width=1440&crop=center,https://www.virgio.com/products/posh-in-polka-marley-blazer-cotton-polka-crop-blazer,1990.0,Virgio
